textID,text,selected_text,sentiment
1072debb10,Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. <3 ZQ. lol,Movie is pretty interesting actually.,1
1819cd1306,"Field day over. Lots of great action fotos. Ate lunch, need 2 showr, tidy hse, get ready 4 stamp club. Btw Mexican skin got 2 tan 2day","Field day over. Lots of great action fotos. Ate lunch, need 2 showr, tidy hse, get ready 4 stamp club. Btw Mexican skin got 2 tan 2day",0
b6c0001c04,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,Having internet access on board means I can see what bad weather we are flying into,0
b445738288,In bed can`t sleep .... Something is missing.....,missing..,-1
578f8db90e,"so star trek pretty much rocked my life ... oh wait, it DID rock my life",star trek pretty much rocked my life,1
683de857e8,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol,was AWESOMEEEEEE!!!!!!,1
b07f0d8ace,Dont worry babe,Dont worry babe,1
4184799c29,And gadget show today  Can today be any better?,And gadget show today  Can today be any better?,0
38a78f5522,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",sadly,-1
5f46732f96,goin` to casa milan`s club house...,goin` to casa milan`s club house...,0
2f148847c0,last day of work  ...but everyone is making it so great!,t so great!,1
bc7631ecb3,_sl happy sunday to you to,happy sunday to you to,1
3236f06649,I guess you`re not talking about Orlando Magic ! There was nothing magical about it,There was nothing magical about it,-1
22982a3021, I adoreeeee Matt Nathanson!! I am so jealous of you right now.,I adoreeeee Matt Nathanson!! I am so jealous of you right now.,0
dac0a43072,On my way to CP.. Got some work there.,On my way to CP.. Got some work there.,0
bbf97a029a,I`m not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!,They frighten me to death...,-1
650767b90f," Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!","a, that`s incredibly sweeeet!",1
840cb11d53, Done some book signings in Manchester. Nice people up there. Enjoy the week.,. Nice people up there.,1
72e6cca7f7,"playing guitar hero, waiting for Abby to text me after prom","playing guitar hero, waiting for Abby to text me after prom",0
6d41df5906,Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,Welcome,1
9c40dc8d20,any other Mac users completely given up on Google Chrome?,any other Mac users completely given up on Google Chrome?,0
d0acd356c3,Talked with mom. Al sang a song for me again  am off to sleep now..,Talked with mom. Al sang a song for me again  am off to sleep now..,0
254ea17a84,dont get to see my boys tomorroww.im sad,im sad,-1
5d470d3192, my days been aight! been cleaning mostly! went to mcds to check for hader toy..no luck  so i ate chickfila,.no luck,-1
55d58bba3f,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,So bad its Soo Annoying,-1
f846c6fa86,At my cousins wake,At my cousins wake,0
786437f978, opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,0
e9928f28d1,": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",cute,1
0332220ddd, I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3,I feel like a piece of garbage!,-1
9a9c9817e2,"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie","Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",0
1dd8d096e8,Internet is getting **** slow today..,**** slow,-1
59e971682c,Lost at bowling again  why do i suck,suck,-1
67e286c790, i thought you would win!  Fabulously40 have some bots on her side?,i thought you would win!,-1
85e3c700a5,Last Tonight Show with Jay Leno Tonight!,Last Tonight Show with Jay Leno Tonight!,0
b867a0402f, oof. perhaps it`s time to start a #moronmonday shout-out meme,oof. perhaps it`s time to start a #moronmonday shout-out meme,0
6360c905dd,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,Thank you,1
4856b1b944,Need dayquil,Need dayquil,0
90671d19b8," lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",Thanks,1
65d3b53efa, welcome home babe!,welcome home babe!,1
702a165724, and the habitat is twitter-active. Neat,Neat,1
b7fb8427b5,Flypside - When it was good..i must creat my presentation in english  by guys ?,good..,1
dfeadc340d,"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost","blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",0
bb06dd1005,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   ,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here),0
4f4c4fc327," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",", don`t force",-1
628c7ef2bc,I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH,****,-1
b7c302c0ab, Get thee yon to the nearest Walgreens upon arrival.,Get thee yon to the nearest Walgreens upon arrival.,0
fafa5fa40f, I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,0
addb2adf93, is that teh part where hes liek feeling the girl. i feel sooo soooory for her,soooory,-1
bf089e12c5,cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,not one decent place,-1
3e3377d366,Man! I can`t stop being freakin` hungry!,Man! I can`t stop being freakin` hungry!,0
21ceb02403," I love U2! Lol, I you ever need a slow but good audiobook Oliver Twist is a one I`ve been listening to lately.",good,1
f0298436d7, i`m both. But more girl than guy.,i`m both. But more girl than guy.,0
5341b3f862," I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",lost his job,-1
4f0f5e6688,"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.","Going home alone  Thats ok I need to be alone,",-1
68cdc00643, I had a very good day - lots of stretching and sleeping in the sun,very good day,1
31fd82b306, I wish you guys had gotten it on video,wish,1
4d8cb7fa3f, So that is different than normal how?,So that is different than normal how?,0
751983d6dd, ****. She got it on the first try.,****. She got it on the first try.,0
0b5159faf0,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(","FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(",-1
0a1c0a6fb2," Lol - we`re like polar opposites, Ben! Maybe that`s why we get on so well",that`s why we get on so well,1
93e83d241f, nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,1
69c69a7266, aww. can you tell her to follow me?,aww. can you tell her to follow me?,0
d8db8176da, I LLLOOOVVVEEE ICARLY,I LLLOOOVVVEEE ICARLY,1
85f2090f04, That is messed up. I hope your day gets better.,That is messed up. I hope your day gets better.,0
d1f802d13a,Good night everyone...... Time to go mimmiz......,Good night everyone...,1
1b091de7c5, Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,0
839a62cfda,says headache  http://plurk.com/p/wydaf,headache,-1
644b94a495, I`m sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO,excited,1
ec81a56849, That was like eight years ago. Not so sure it would happen now,That was like eight years ago. Not so sure it would happen now,0
f10c4c2d42, just stop talking if ur gonna be that mean,mean,-1
970ce64ac3,band practice,band practice,0
5f5c162951,"Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.","Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",0
c1608cfd9d,I want an iPhone <33333,I want an iPhone <33333,1
b603c3561a,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.,AWESOME!!,1
e595755787,ughhhhhhhh i don`t feel good,ughhhhhhhh i don`t feel good,-1
c0475430a5,"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?","SUCK,",-1
38fb8d60f6,I`m so sleepy my head hurts.  gnite lovers! See ya in that am !,I`m so sleepy my head hurts.  gnite lovers! See ya in that am !,0
2f16546598, im hella pushin for it...how was tha graduation..sorry i couldnt smash thru...,.sorry,-1
c5f92f60d2,I`m Back and I see I missed Truck and Fish on ,missed,-1
2cc253edc6," I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",best,1
66c610f2fa,Roxy was right. This palmade stuffs pretty cool,This palmade stuffs pretty cool,1
20d82e2a2c,Frank from UPS` last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,sad,-1
016f5d6d0d," Hey, that`s my Bug! And my martini glasses . . .","Hey, that`s my Bug! And my martini glasses . . .",0
7e639b4cc5,hoping to hear from you all soon,hoping to hear from you all soon,1
fefa99d1cc,Just woke from the longest sleep in months-so nice! Now to get some work done so i`m prepped for next wk & free for K coming home tonight,nice!,1
b749c20598,"Sometimes after a long weekend, you just need good conversation. thanks bro",good conversation. thanks bro,1
7e263b31aa,i have the bigggest headache,headache,-1
5a97187c73,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done","Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",0
bd9928c003," my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up (",crashed,-1
117041af61, NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,fave,1
29aad98fb6, YES!! cant wait. hope these vip passes help since people already campin out hahah,hope,1
d558b468a3,I`m at work!!!! Ugghhhhh someone save me now,save,1
3a228e58c4, Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,Thank,1
df4b40b30e,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,mad,-1
21891105a4,At home alone with not much to do,At home alone with not much to do,0
f78e1525a6,"I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8, but it came with a sore throat  pumpin out this paper!","I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8, but it came with a sore throat  pumpin out this paper!",0
562468489e,Man waking up sucks when u have to go to work like 30 min later,sucks,-1
a655fbb5eb,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",I love my,1
2cfcce19be,__marie lol..french toast sticks too!,__marie lol..french toast sticks too!,0
7056f0e83a,Back at work.....too much email in my inbox....,too much,-1
80cf06888d," i suppose this will be in the blog post, but could u email me who was there too","i suppose this will be in the blog post, but could u email me who was there too",0
995f4ed2a2," thanks for following, it means a lot to me  i love hey monday!",thanks,1
4dcf655463, How about I make some more and bring u sum?,How about I make some more and bring u sum?,0
467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",scared,-1
aaf0834138,Guess I`ll be running in a little bit. Accidentally fell asleep,Guess I`ll be running in a little bit. Accidentally fell asleep,0
d11c476468, really??,really??,0
07db36d898,One new follower,One new follower,0
6dc71e1867, haha what`s up Matt ?,haha,1
e65b2f93f2,is snuggled in bed reading,snuggled,1
21c4406bdb," nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",", i was disappointed",-1
33fd898450,GOODNIGHT MAGIC AND PRETTY WORLD,GOODNIGHT,1
13452e8985,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,0
e16a1e4c21," Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",Thanks!,1
dc77fa946b,is looking for a job,is looking for a job,0
d06dee8ba0,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!,Messed,-1
49485d5afe, That`s awesome! We have that this weekend too but I can`t go because I`m moving this Sat.  I should be a lot of fun though,That`s awesome!,1
71e07902af,sad that she didn`t get to see Rica before she leaves later today..,sad,-1
ca05889bb8,Organic chemistry  ah so confusing!,confusing!,-1
6f3ca88a83, I wish.,I wish.,0
f84b89a828, Sounds like me,Sounds like me,0
74a59b5b92," wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez","wow, great to know",1
fbd2944d44," Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol","Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",0
99ce4e68b9,"ohhhh, how sad...I didnï¿½t get it!",sad..,-1
a0d19c232b," dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",i feel so lame,-1
7907ced082, I like the last part in your methodology.,like,1
7e86fc2361,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,0
524d024523,LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,LOVE  LOVE him.,1
32c0bf7eb3,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live > http://ustre.am/2TOa),Strange there is a 99 char limit to tweets on ustream,0
82f9c283d4, #MusicMonday I agree it`s just an excuse for me to tweet music for hours on end,excuse,-1
06e0920d4f,on youtube now!,on youtube now!,0
fcb4695f92, have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen,m.im with you whatever happen,1
5810ccfe8c,I`m so dizzy already and I`m only on the third page of chapter 73  *plops head*,dizzy,-1
e5f28a7927, just checked again and it worked!! Sorry,just checked again and it worked!! Sorry,0
86fdd3fd56, You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),c made me smile today,1
fe01ae49de,Education doesn`t move forward because we keep repeating our past (sigh),Education doesn`t move forward because we keep repeating our past (sigh),0
c5162c4900, thank you for the re-tweet,thank you for the re-tweet,1
3457ba1a24,I`m sure all you people with hangovers will be glad to know I`m hangover free   hope you`re not too fragile this morning!,I`m sure all you people with hangovers will be glad to know I`m hangover free   hope you`re not too fragile this morning!,0
27af3032f1, Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,FORCED,-1
1ecc321102, 2002 - the TSX is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,X is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,1
84a35b5bea,I`m not sure why walking around in barnes and noble comforts me so much. O well now I`m off to work,I`m not sure why walking around in barnes and noble comforts me so much.,1
43887b9d65, Haha.. Hey you should check out   Love her/his tweets,Lov,1
d19301ae73,"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black","skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",0
e51529e319,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,-1
6dfcebd0ed,It`s a really warm day in Seattle! My reeses chocolate is melting!!!,It`s a really warm day in Seattle!,1
2ecf90d8c1,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",sukked,-1
d403537c0c, No  sadly its not  bit disappointed will try again later see if i change my mind,sadly,-1
8b52f2f724,"_dizon it`s a little late but congratulations, leah  happy mothers day!","it`s a little late but congratulations, leah  happy mothers day!",1
ba6ed08298,forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,thank God th,1
296d8e6ed7,  good luck  haha i loved your character in the bring it on: in it to win it  movie,good,1
859ad24097,I should be paying my bills and not playing on here.,I should be paying my bills and not playing on here.,0
e84601441b, my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,y poor baby I think it`s allergies!,-1
803996a09e,Just lost Internet.  And I was in a raid for 25 OS.,lost,-1
d9f2cebb13,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,0
0010789f06, ooohhh imma need you to get on that asap love you,love you,1
cd382d5712,jerk josh! didn`t even come meet me  - im thinking of a number guess ?,didn`t even come meet me,-1
60b2226e9f, I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,can`t seem to come up with thing to say,-1
dc9166b505, and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,i need a hug to bad,-1
4be4e6de30, whats up? im sad  you didnt text today.,im sad  you didnt text today.,-1
8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,! I`m totally bored!,-1
4eedf0a785," indeed, we live a life on the edge of things, and one foot foul of the law!!","we live a life on the edge of things, and one foot foul of the law!",-1
d5b28cd4ca, Thank you so much,Thank you so much,1
cf9896daba,Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv,Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv,0
c2ac58c489,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,!good luck,1
feb8ed98d1, I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,afraid,-1
4354203b21,My mom was happy with my present  yayy,My mom was happy with my present  yayy,1
9ce96b939b,yo yo yo! i like ice cream,yo yo yo! i like ice cream,1
c88248431f,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed,1
652e299cd6,Pug just woke me from an incredible sleep!,Pug just woke me from an incredible sleep!,-1
531c7ad5ed,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,Having one of my bad days..,-1
1bec50dd54,"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",e crazy,1
a8fb2e4763, - I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans!,- I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans,0
c30043dfc4,grumble..weather man.. don`t know wtf they are talkin about.,grumble..,-1
0fcb5f9931,UP is the saddest movie i`ve ever seen,saddest mo,-1
09a8f32651,I can`t keep it,I can`t keep it,-1
9448f7cc71,Man i cant belive that you did what you did? Everything does not look as good as it is..,Everything does not look as good as it is..,-1
aaf35f591c, just trying to make you feel at home?,just trying to make you feel at home?,1
a71b1569d0,"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY`S Chocolate Syrup!",delicious,1
7fd422900b, I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,I GET IT.,-1
42c51af9ad,yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,yummy chocolate cake..wish even i got one for my b`day!!,1
ded564fbca, because you had chips and sale w/o me,because you had chips and sale w/o me,0
0843f4bf18,"missing my hobo/****/tramp way of life, and cooking for my mother on a saturday night  MAMA I LUV U",missing my hobo/*,-1
e1ed2b96dd, You`ve been featured on #ykyat  http://ykyat.com/~37nnd,You`ve been featured on #ykyat  http://ykyat.com/~37nnd,0
7192534747," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",e mistakes,-1
b96439bf71,Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr,hopefully,1
c00484a4ec,Going to workout + swin... fun,fun,1
9c843e9d99,starts tomorrow and I start to study again,starts tomorrow and I start to study again,0
197f0fe0fa,  God bless that oh-so-sexy rahul picture,God bless,1
add398ab57," ????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.","????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",0
9fccd68eb2,_J think so.. although think i am being ignored! not a good day,i am being ignored! not a good day,-1
22bac2cdb7, the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!,.  i am now sad. someone sing to me. on or off key works!,-1
e0a3f84256, You are welcome.,You are welcome.,1
26081725b0,finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,awesome,1
35a2180425,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,-1
ce7169efb0,Just got back.,Just got back.,0
86fb8984c4, yes indeed                                                                                               here I am again,yes indeed,0
b43ff77e44, that is my idea of good dinner  happy munchin,good,1
